STATE,COUNTY,STATEFP,CNTYFP,CNTYTVHH,DMAINDEX,DMA,GOOGLE_DMA
CA ,Santa Barbara               ,6,83,135930,119,SANTA BARBARA (CA) - SAN MARCOS (CA) - SAN LUIS OBISPO (CA)          ,Santa Barbara-Santa Maria-San Luis Obispo CA
CA ,Imperial                    ,6,25,39560,172,YUMA (AZ) - EL CENTRO (CA)                                           ,Yuma AZ-El Centro CA
CO ,La Plata                    ,8,67,16820,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     ,Albuquerque-Santa Fe NM
CO ,Montezuma                   ,8,83,9240,49,ALBUQUERQUE (NM) - SANTA FE (NM)                                     ,Albuquerque-Santa Fe NM
CO ,Baca                        ,8,9,1840,94,COLORADO SPRINGS (CO) - PUEBLO (CO)                                  ,Colorado Springs-Pueblo CO
CO ,Bent                        ,8,11,1970,94,COLORADO SPRINGS (CO) - PUEBLO (CO)                                  ,Colorado Springs-Pueblo CO
CO ,Crowley                     ,8,25,1480,94,COLORADO SPRINGS (CO) - PUEBLO (CO)                                  ,Colorado Springs-Pueblo CO
CO ,El Paso                     ,8,41,198900,94,COLORADO SPRINGS (CO) - PUEBLO (CO)                                  ,Colorado Springs-Pueblo CO
CO ,Fremont                     ,8,43,16040,94,COLORADO SPRINGS (CO) - PUEBLO (CO)                                  ,Colorado Springs-Pueblo CO
CO ,Huerfano                    ,8,55,3200,94,COLORADO SPRINGS (CO) - PUEBLO (CO)                                  ,Colorado Springs-Pueblo CO
CO ,Kiowa                       ,8,61,680,94,COLORADO SPRINGS (CO) - PUEBLO (CO)                                  ,Colorado Springs-Pueblo CO
CO ,Las Animas                  ,8,71,6220,94,COLORADO SPRINGS (CO) - PUEBLO (CO)                                  ,Colorado Springs-Pueblo CO
CO ,Otero                       ,8,89,7820,94,COLORADO SPRINGS (CO) - PUEBLO (CO)                                  ,Colorado Springs-Pueblo CO
CO ,Pueblo                      ,8,101,55920,94,COLORADO SPRINGS (CO) - PUEBLO (CO)                                  ,Colorado Springs-Pueblo CO
CO ,Teller                      ,8,119,8680,94,COLORADO SPRINGS (CO) - PUEBLO (CO)                                  ,Colorado Springs-Pueblo CO
CO ,Adams                       ,8,1,134910,18,DENVER (CO)                                                          ,Denver CO
CO ,Alamosa                     ,8,3,5370,18,DENVER (CO)                                                          ,Denver CO
CO ,Arapahoe                    ,8,5,197960,18,DENVER (CO)                                                          ,Denver CO
CO ,Archuleta                   ,8,7,3890,18,DENVER (CO)                                                          ,Denver CO
CO ,Boulder                     ,8,13,114940,18,DENVER (CO)                                                          ,Denver CO
CO ,Chaffee                     ,8,15,6890,18,DENVER (CO)                                                          ,Denver CO
CO ,Cheyenne                    ,8,17,870,18,DENVER (CO)                                                          ,Denver CO
CO ,Clear Creek                 ,8,19,4070,18,DENVER (CO)                                                          ,Denver CO
CO ,Conejos                     ,8,21,2950,18,DENVER (CO)                                                          ,Denver CO
CO ,Costilla                    ,8,23,1510,18,DENVER (CO)                                                          ,Denver CO
CO ,Custer                      ,8,27,1480,18,DENVER (CO)                                                          ,Denver CO
CO ,Denver                      ,8,31,238360,18,DENVER (CO)                                                          ,Denver CO
CO ,Douglas                     ,8,35,71710,18,DENVER (CO)                                                          ,Denver CO
CO ,Eagle                       ,8,37,15220,18,DENVER (CO)                                                          ,Denver CO
CO ,Elbert                      ,8,39,7390,18,DENVER (CO)                                                          ,Denver CO
CO ,Garfield                    ,8,45,17150,18,DENVER (CO)                                                          ,Denver CO
CO ,Gilpin                      ,8,47,2120,18,DENVER (CO)                                                          ,Denver CO
CO ,Grand                       ,8,49,5350,18,DENVER (CO)                                                          ,Denver CO
CO ,Gunnison                    ,8,51,5580,18,DENVER (CO)                                                          ,Denver CO
CO ,Hinsdale                    ,8,53,400,18,DENVER (CO)                                                          ,Denver CO
CO ,Jackson                     ,8,57,650,18,DENVER (CO)                                                          ,Denver CO
CO ,Jefferson                   ,8,59,212340,18,DENVER (CO)                                                          ,Denver CO
CO ,Kit Carson                  ,8,63,3050,18,DENVER (CO)                                                          ,Denver CO
CO ,Lake                        ,8,65,2750,18,DENVER (CO)                                                          ,Denver CO
CO ,Larimer                     ,8,69,101170,18,DENVER (CO)                                                          ,Denver CO
CO ,Lincoln                     ,8,73,2170,18,DENVER (CO)                                                          ,Denver CO
CO ,Logan                       ,8,75,7760,18,DENVER (CO)                                                          ,Denver CO
CO ,Mineral                     ,8,79,380,18,DENVER (CO)                                                          ,Denver CO
CO ,Moffat                      ,8,81,5090,18,DENVER (CO)                                                          ,Denver CO
CO ,Morgan                      ,8,87,9700,18,DENVER (CO)                                                          ,Denver CO
CO ,Ouray                       ,8,91,1650,18,DENVER (CO)                                                          ,Denver CO
CO ,Park                        ,8,93,6380,18,DENVER (CO)                                                          ,Denver CO
CO ,Phillips                    ,8,95,1790,18,DENVER (CO)                                                          ,Denver CO
CO ,Pitkin                      ,8,97,5960,18,DENVER (CO)                                                          ,Denver CO
CO ,Prowers                     ,8,99,5280,18,DENVER (CO)                                                          ,Denver CO
CO ,Rio Blanco                  ,8,103,2240,18,DENVER (CO)                                                          ,Denver CO
CO ,Rio Grande                  ,8,105,4610,18,DENVER (CO)                                                          ,Denver CO
CO ,Routt                       ,8,107,7980,18,DENVER (CO)                                                          ,Denver CO
CO ,Saguache                    ,8,109,2310,18,DENVER (CO)                                                          ,Denver CO
CO ,San Juan                    ,8,111,300,18,DENVER (CO)                                                          ,Denver CO
CO ,San Miguel                  ,8,113,2830,18,DENVER (CO)                                                          ,Denver CO
CO ,Sedgwick                    ,8,115,1190,18,DENVER (CO)                                                          ,Denver CO
CO ,Summit                      ,8,117,9800,18,DENVER (CO)                                                          ,Denver CO
CO ,Washington                  ,8,121,1970,18,DENVER (CO)                                                          ,Denver CO
CO ,Weld                        ,8,123,67360,18,DENVER (CO)                                                          ,Denver CO
CO ,Yuma                        ,8,125,3850,18,DENVER (CO)                                                          ,Denver CO
CO ,Delta                       ,8,29,11350,184,GRAND JUNCTION (CO) - MONTROSE (CO)                                  ,Grand Junction-Montrose CO
CO ,Mesa                        ,8,77,47070,184,GRAND JUNCTION (CO) - MONTROSE (CO)                                  ,Grand Junction-Montrose CO
CO ,Montrose                    ,8,85,13590,184,GRAND JUNCTION (CO) - MONTROSE (CO)                                  ,Grand Junction-Montrose CO
CO ,Dolores                     ,8,33,660,36,SALT LAKE CITY (UT)                                                  ,Salt Lake City UT
CT ,Hartford                    ,9,3,335690,27,HARTFORD (CT) - NEW HAVEN (CT)                                       ,Hartford & New Haven CT
CT ,Litchfield                  ,9,5,71540,27,HARTFORD (CT) - NEW HAVEN (CT)                                       ,Hartford & New Haven CT
CT ,Middlesex                   ,9,7,62580,27,HARTFORD (CT) - NEW HAVEN (CT)                                       ,Hartford & New Haven CT
CT ,New Haven                   ,9,9,319240,27,HARTFORD (CT) - NEW HAVEN (CT)                                       ,Hartford & New Haven CT
CT ,New London                  ,9,11,99640,27,HARTFORD (CT) - NEW HAVEN (CT)                                       ,Hartford & New Haven CT
CT ,Tolland                     ,9,13,50510,27,HARTFORD (CT) - NEW HAVEN (CT)                                       ,Hartford & New Haven CT
CT ,Windham                     ,9,15,41210,27,HARTFORD (CT) - NEW HAVEN (CT)                                       ,Hartford & New Haven CT
CT ,Fairfield                   ,9,1,326870,1,NEW YORK (NY)                                                        ,New York NY
DC ,District Of Columbia        ,11,1,242960,8,WASHINGTON (DC) - HAGERSTOWN (MD)                                    ,Washington DC (Hagerstown MD)
DE ,Kent                        ,10,1,47820,4,PHILADELPHIA (PA)                                                    ,Philadelphia PA
DE ,New Castle                  ,10,3,192620,4,PHILADELPHIA (PA)                                                    ,Philadelphia PA
DE ,Sussex                      ,10,5,66110,151,SALISBURY (MD)                                                       ,Salisbury MD
FL ,Charlotte                   ,12,15,66990,70,FT. MYERS (FL) - NAPLES (FL)                                         ,Ft. Myers-Naples FL
FL ,Collier                     ,12,21,114730,70,FT. MYERS (FL) - NAPLES (FL)                                         ,Ft. Myers-Naples FL
FL ,Desoto                      ,12,27,11990,70,FT. MYERS (FL) - NAPLES (FL)                                         ,Ft. Myers-Naples FL
FL ,Glades                      ,12,43,4250,70,FT. MYERS (FL) - NAPLES (FL)                                         ,Ft. Myers-Naples FL
FL ,Hendry                      ,12,51,11530,70,FT. MYERS (FL) - NAPLES (FL)                                         ,Ft. Myers-Naples FL
FL ,Lee                         ,12,71,204240,70,FT. MYERS (FL) - NAPLES (FL)                                         ,Ft. Myers-Naples FL
FL ,Alachua                     ,12,1,91130,162,GAINESVILLE (FL)                                                     ,Gainesville FL
FL ,Dixie                       ,12,29,5230,162,GAINESVILLE (FL)                                                     ,Gainesville FL
FL ,Gilchrist                   ,12,41,5270,162,GAINESVILLE (FL)                                                     ,Gainesville FL
FL ,Levy                        ,12,75,14750,162,GAINESVILLE (FL)                                                     ,Gainesville FL
FL ,Baker                       ,12,3,7480,51,JACKSONVILLE (FL)                                                    ,Jacksonville FL
FL ,Bradford                    ,12,7,8810,51,JACKSONVILLE (FL)                                                    ,Jacksonville FL
FL ,Clay                        ,12,19,53280,51,JACKSONVILLE (FL)                                                    ,Jacksonville FL
FL ,Columbia                    ,12,23,22680,51,JACKSONVILLE (FL)                                                    ,Jacksonville FL
FL ,Duval                       ,12,31,315490,51,JACKSONVILLE (FL)                                                    ,Jacksonville FL
FL ,Nassau                      ,12,89,23570,51,JACKSONVILLE (FL)                                                    ,Jacksonville FL
FL ,Putnam                      ,12,107,28700,51,JACKSONVILLE (FL)                                                    ,Jacksonville FL
FL ,St. Johns                   ,12,109,52210,51,JACKSONVILLE (FL)                                                    ,Jacksonville FL
FL ,Union                       ,12,125,3780,51,JACKSONVILLE (FL)                                                    ,Jacksonville FL
FL ,Broward                     ,12,11,673140,17,MIAMI (FL) - FT. LAUDERDALE (FL)                                     ,Miami-Ft. Lauderdale FL
FL ,Dade                        ,12,25,778330,17,MIAMI (FL) - FT. LAUDERDALE (FL)                                     ,Miami-Ft. Lauderdale FL
FL ,Monroe                      ,12,87,35390,17,MIAMI (FL) - FT. LAUDERDALE (FL)                                     ,Miami-Ft. Lauderdale FL
FL ,Escambia                    ,12,33,116570,62,MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)                       ,Mobile AL-Pensacola (Ft. Walton Beach) FL
FL ,Okaloosa                    ,12,91,70160,62,MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)                       ,Mobile AL-Pensacola (Ft. Walton Beach) FL
FL ,Santa Rosa                  ,12,113,45100,62,MOBILE (AL) - PENSACOLA (FL) - FT. WALTON (FL)                       ,Mobile AL-Pensacola (Ft. Walton Beach) FL
FL ,Brevard                     ,12,9,206480,20,ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)                   ,Orlando-Daytona Beach-Melbourne FL
FL ,Flagler                     ,12,35,22650,20,ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)                   ,Orlando-Daytona Beach-Melbourne FL
FL ,Lake                        ,12,69,93190,20,ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)                   ,Orlando-Daytona Beach-Melbourne FL
FL ,Marion                      ,12,83,113130,20,ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)                   ,Orlando-Daytona Beach-Melbourne FL
FL ,Orange                      ,12,95,358930,20,ORLANDO (FL) - DAYTONA BEACH (FL) - MELBOURNE (FL)                   ,Orlando-Daytona Beach-Melbourne FL
