STATE,COUNTY,STATEFP,CNTYFP,CNTYTVHH,DMAINDEX,DMA,GOOGLE_DMA
IN ,Blackford                   ,18,9,5620,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Boone                       ,18,11,17430,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Brown                       ,18,13,5820,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Carroll                     ,18,15,7420,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Cass                        ,18,17,15690,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Clinton                     ,18,23,12300,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Decatur                     ,18,31,9310,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Delaware                    ,18,35,46360,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Fayette                     ,18,41,9960,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Fountain                    ,18,45,6730,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Grant                       ,18,53,27850,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Hamilton                    ,18,57,72550,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Hancock                     ,18,59,21660,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Hendricks                   ,18,63,40090,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Henry                       ,18,65,19130,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Howard                      ,18,67,34940,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Johnson                     ,18,81,44580,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Lawrence                    ,18,93,18410,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Madison                     ,18,95,52580,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Marion                      ,18,97,352440,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Miami                       ,18,103,13760,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Monroe                      ,18,105,45930,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Montgomery                  ,18,107,14720,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Morgan                      ,18,109,25230,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Owen                        ,18,119,8520,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Putnam                      ,18,133,12640,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Randolph                    ,18,135,10750,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Rush                        ,18,139,6780,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Shelby                      ,18,145,16600,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Tipton                      ,18,159,6400,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,White                       ,18,181,9640,25,INDIANAPOLIS (IN)                                                    ,Indianapolis IN
IN ,Benton                      ,18,7,3450,189,LAFAYETTE (IN)                                                       ,Lafayette IN
IN ,Tippecanoe                  ,18,157,55710,189,LAFAYETTE (IN)                                                       ,Lafayette IN
IN ,Clark                       ,18,19,39000,50,LOUISVILLE (KY)                                                      ,Louisville KY
IN ,Crawford                    ,18,25,4070,50,LOUISVILLE (KY)                                                      ,Louisville KY
IN ,Floyd                       ,18,43,27580,50,LOUISVILLE (KY)                                                      ,Louisville KY
IN ,Harrison                    ,18,61,13250,50,LOUISVILLE (KY)                                                      ,Louisville KY
IN ,Jackson                     ,18,71,16190,50,LOUISVILLE (KY)                                                      ,Louisville KY
IN ,Jefferson                   ,18,77,12120,50,LOUISVILLE (KY)                                                      ,Louisville KY
IN ,Jennings                    ,18,79,10410,50,LOUISVILLE (KY)                                                      ,Louisville KY
IN ,Orange                      ,18,117,7550,50,LOUISVILLE (KY)                                                      ,Louisville KY
IN ,Scott                       ,18,143,8910,50,LOUISVILLE (KY)                                                      ,Louisville KY
IN ,Washington                  ,18,175,10450,50,LOUISVILLE (KY)                                                      ,Louisville KY
IN ,Elkhart                     ,18,39,65900,87,SOUTH BEND (IN) - ELKHART (IN)                                       ,South Bend-Elkhart IN
IN ,Fulton                      ,18,49,8160,87,SOUTH BEND (IN) - ELKHART (IN)                                       ,South Bend-Elkhart IN
IN ,Kosciusko                   ,18,85,27540,87,SOUTH BEND (IN) - ELKHART (IN)                                       ,South Bend-Elkhart IN
IN ,Lagrange                    ,18,87,10900,87,SOUTH BEND (IN) - ELKHART (IN)                                       ,South Bend-Elkhart IN
IN ,Marshall                    ,18,99,16450,87,SOUTH BEND (IN) - ELKHART (IN)                                       ,South Bend-Elkhart IN
IN ,Pulaski                     ,18,131,5130,87,SOUTH BEND (IN) - ELKHART (IN)                                       ,South Bend-Elkhart IN
IN ,St. Joseph                  ,18,141,100710,87,SOUTH BEND (IN) - ELKHART (IN)                                       ,South Bend-Elkhart IN
IN ,Starke                      ,18,149,8710,87,SOUTH BEND (IN) - ELKHART (IN)                                       ,South Bend-Elkhart IN
IN ,Clay                        ,18,21,10270,146,TERRE HAUTE (IN)                                                     ,Terre Haute IN
IN ,Daviess                     ,18,27,10350,146,TERRE HAUTE (IN)                                                     ,Terre Haute IN
IN ,Greene                      ,18,55,13440,146,TERRE HAUTE (IN)                                                     ,Terre Haute IN
IN ,Knox                        ,18,83,15430,146,TERRE HAUTE (IN)                                                     ,Terre Haute IN
IN ,Martin                      ,18,101,3950,146,TERRE HAUTE (IN)                                                     ,Terre Haute IN
IN ,Parke                       ,18,121,6320,146,TERRE HAUTE (IN)                                                     ,Terre Haute IN
IN ,Sullivan                    ,18,153,7840,146,TERRE HAUTE (IN)                                                     ,Terre Haute IN
IN ,Vermillion                  ,18,165,6730,146,TERRE HAUTE (IN)                                                     ,Terre Haute IN
IN ,Vigo                        ,18,167,39950,146,TERRE HAUTE (IN)                                                     ,Terre Haute IN
KS ,Allen                       ,20,1,5590,145,JOPLIN (MO) - PITTSBURG (KS)                                         ,Joplin MO-Pittsburg KS
KS ,Bourbon                     ,20,11,6010,145,JOPLIN (MO) - PITTSBURG (KS)                                         ,Joplin MO-Pittsburg KS
KS ,Cherokee                    ,20,21,8730,145,JOPLIN (MO) - PITTSBURG (KS)                                         ,Joplin MO-Pittsburg KS
KS ,Crawford                    ,20,37,15270,145,JOPLIN (MO) - PITTSBURG (KS)                                         ,Joplin MO-Pittsburg KS
KS ,Labette                     ,20,99,8890,145,JOPLIN (MO) - PITTSBURG (KS)                                         ,Joplin MO-Pittsburg KS
KS ,Neosho                      ,20,133,6670,145,JOPLIN (MO) - PITTSBURG (KS)                                         ,Joplin MO-Pittsburg KS
KS ,Wilson                      ,20,205,4030,145,JOPLIN (MO) - PITTSBURG (KS)                                         ,Joplin MO-Pittsburg KS
KS ,Woodson                     ,20,207,1550,145,JOPLIN (MO) - PITTSBURG (KS)                                         ,Joplin MO-Pittsburg KS
KS ,Anderson                    ,20,3,3150,33,KANSAS CITY (MO)                                                     ,Kansas City MO
KS ,Atchison                    ,20,5,6240,33,KANSAS CITY (MO)                                                     ,Kansas City MO
KS ,Douglas                     ,20,45,38550,33,KANSAS CITY (MO)                                                     ,Kansas City MO
KS ,Franklin                    ,20,59,9450,33,KANSAS CITY (MO)                                                     ,Kansas City MO
KS ,Johnson                     ,20,91,180710,33,KANSAS CITY (MO)                                                     ,Kansas City MO
KS ,Leavenworth                 ,20,103,23110,33,KANSAS CITY (MO)                                                     ,Kansas City MO
KS ,Linn                        ,20,107,3850,33,KANSAS CITY (MO)                                                     ,Kansas City MO
KS ,Miami                       ,20,121,10550,33,KANSAS CITY (MO)                                                     ,Kansas City MO
KS ,Wyandotte                   ,20,209,57840,33,KANSAS CITY (MO)                                                     ,Kansas City MO
KS ,Jewell                      ,20,89,1590,102,LINCOLN (NE) - HASTINGS (NE) - KEARNEY (NE)                          ,Lincoln & Hastings-Kearney NE
KS ,Phillips                    ,20,147,2360,102,LINCOLN (NE) - HASTINGS (NE) - KEARNEY (NE)                          ,Lincoln & Hastings-Kearney NE
KS ,Republic                    ,20,157,2470,102,LINCOLN (NE) - HASTINGS (NE) - KEARNEY (NE)                          ,Lincoln & Hastings-Kearney NE
KS ,Smith                       ,20,183,1880,102,LINCOLN (NE) - HASTINGS (NE) - KEARNEY (NE)                          ,Lincoln & Hastings-Kearney NE
KS ,Doniphan                    ,20,43,3190,193,ST. JOSEPH (MO)                                                      ,St. Joseph MO
KS ,Brown                       ,20,13,4040,138,TOPEKA (KS)                                                          ,Topeka KS
KS ,Clay                        ,20,27,3530,138,TOPEKA (KS)                                                          ,Topeka KS
KS ,Cloud                       ,20,29,3920,138,TOPEKA (KS)                                                          ,Topeka KS
KS ,Coffey                      ,20,31,3380,138,TOPEKA (KS)                                                          ,Topeka KS
KS ,Geary                       ,20,61,9940,138,TOPEKA (KS)                                                          ,Topeka KS
KS ,Jackson                     ,20,85,4760,138,TOPEKA (KS)                                                          ,Topeka KS
KS ,Jefferson                   ,20,87,6940,138,TOPEKA (KS)                                                          ,Topeka KS
KS ,Lyon                        ,20,111,13340,138,TOPEKA (KS)                                                          ,Topeka KS
KS ,Marshall                    ,20,117,4350,138,TOPEKA (KS)                                                          ,Topeka KS
KS ,Morris                      ,20,127,2470,138,TOPEKA (KS)                                                          ,Topeka KS
KS ,Nemaha                      ,20,131,3760,138,TOPEKA (KS)                                                          ,Topeka KS
KS ,Osage                       ,20,139,6420,138,TOPEKA (KS)                                                          ,Topeka KS
KS ,Pottawatomie                ,20,149,6770,138,TOPEKA (KS)                                                          ,Topeka KS
KS ,Riley                       ,20,161,21300,138,TOPEKA (KS)                                                          ,Topeka KS
KS ,Shawnee                     ,20,177,68380,138,TOPEKA (KS)                                                          ,Topeka KS
KS ,Wabaunsee                   ,20,197,2570,138,TOPEKA (KS)                                                          ,Topeka KS
KS ,Washington                  ,20,201,2520,138,TOPEKA (KS)                                                          ,Topeka KS
KS ,Chautauqua                  ,20,19,1750,60,TULSA (OK)                                                           ,Tulsa OK
KS ,Montgomery                  ,20,125,14290,60,TULSA (OK)                                                           ,Tulsa OK
KS ,Barber                      ,20,7,2180,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Barton                      ,20,9,11130,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Butler                      ,20,15,21460,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Chase                       ,20,17,1280,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Cheyenne                    ,20,23,1280,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Clark                       ,20,25,990,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Comanche                    ,20,33,770,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Cowley                      ,20,35,13700,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Decatur                     ,20,39,1370,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Dickinson                   ,20,41,7710,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Edwards                     ,20,47,1380,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Elk                         ,20,49,1370,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Ellis                       ,20,51,11190,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Ellsworth                   ,20,53,2480,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Finney                      ,20,55,13130,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Ford                        ,20,57,10670,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Gove                        ,20,63,1100,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Graham                      ,20,65,1170,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Grant                       ,20,67,2630,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Gray                        ,20,69,1910,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Greeley                     ,20,71,580,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Greenwood                   ,20,73,3090,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Hamilton                    ,20,75,1070,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Harper                      ,20,77,2640,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Harvey                      ,20,79,12290,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Haskell                     ,20,81,1430,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Hodgeman                    ,20,83,790,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Kearny                      ,20,93,1590,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Kingman                     ,20,95,3370,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Kiowa                       ,20,97,1240,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Lane                        ,20,101,890,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Lincoln                     ,20,105,1470,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Logan                       ,20,109,1140,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Mcpherson                   ,20,113,10680,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Marion                      ,20,115,5000,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Meade                       ,20,119,1690,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Mitchell                    ,20,123,2760,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Morton                      ,20,129,1270,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Ness                        ,20,135,1460,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Norton                      ,20,137,2190,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Osborne                     ,20,141,1870,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Ottawa                      ,20,143,2380,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Pawnee                      ,20,145,2660,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Pratt                       ,20,151,3840,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Rawlins                     ,20,153,1180,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Reno                        ,20,155,25170,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Rice                        ,20,159,3980,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Rooks                       ,20,163,2290,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Rush                        ,20,165,1490,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Russell                     ,20,167,3080,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Saline                      ,20,169,21340,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Scott                       ,20,171,1930,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Sedgwick                    ,20,173,176150,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Seward                      ,20,175,7290,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Sheridan                    ,20,179,1090,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Sherman                     ,20,181,2670,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Stafford                    ,20,185,1880,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Stanton                     ,20,187,790,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Stevens                     ,20,189,1950,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Sumner                      ,20,191,9720,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Thomas                      ,20,193,3160,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Trego                       ,20,195,1380,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Wallace                     ,20,199,680,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KS ,Wichita                     ,20,203,870,66,WICHITA (KS) - HUTCHINSON (KS)                                       ,Wichita Falls TX & Lawton OK
KY ,Adair                       ,21,1,6650,180,BOWLING GREEN (KY)                                                   ,Bowling Green KY
KY ,Barren                      ,21,9,15540,180,BOWLING GREEN (KY)                                                   ,Bowling Green KY
KY ,Butler                      ,21,31,5220,180,BOWLING GREEN (KY)                                                   ,Bowling Green KY
KY ,Cumberland                  ,21,57,2880,180,BOWLING GREEN (KY)                                                   ,Bowling Green KY
KY ,Edmonson                    ,21,61,4670,180,BOWLING GREEN (KY)                                                   ,Bowling Green KY
KY ,Hart                        ,21,99,6710,180,BOWLING GREEN (KY)                                                   ,Bowling Green KY
KY ,Metcalfe                    ,21,169,4080,180,BOWLING GREEN (KY)                                                   ,Bowling Green KY
KY ,Warren                      ,21,227,36040,180,BOWLING GREEN (KY)                                                   ,Bowling Green KY
KY ,Boyd                        ,21,19,19580,61,CHARLESTON (WV) - HUNTINGTON (WV)                                    ,Charleston-Huntington WV
KY ,Carter                      ,21,43,10470,61,CHARLESTON (WV) - HUNTINGTON (WV)                                    ,Charleston-Huntington WV
KY ,Elliott                     ,21,63,2650,61,CHARLESTON (WV) - HUNTINGTON (WV)                                    ,Charleston-Huntington WV
KY ,Floyd                       ,21,71,16610,61,CHARLESTON (WV) - HUNTINGTON (WV)                                    ,Charleston-Huntington WV
KY ,Greenup                     ,21,89,14440,61,CHARLESTON (WV) - HUNTINGTON (WV)                                    ,Charleston-Huntington WV
KY ,Johnson                     ,21,115,8920,61,CHARLESTON (WV) - HUNTINGTON (WV)                                    ,Charleston-Huntington WV
KY ,Lawrence                    ,21,127,5850,61,CHARLESTON (WV) - HUNTINGTON (WV)                                    ,Charleston-Huntington WV
KY ,Lewis                       ,21,135,5380,61,CHARLESTON (WV) - HUNTINGTON (WV)                                    ,Charleston-Huntington WV
KY ,Magoffin                    ,21,153,4870,61,CHARLESTON (WV) - HUNTINGTON (WV)                                    ,Charleston-Huntington WV
KY ,Martin                      ,21,159,4700,61,CHARLESTON (WV) - HUNTINGTON (WV)                                    ,Charleston-Huntington WV
KY ,Pike                        ,21,195,26900,61,CHARLESTON (WV) - HUNTINGTON (WV)                                    ,Charleston-Huntington WV
KY ,Boone                       ,21,15,33710,32,CINCINNATI (OH)                                                      ,Cincinnati OH
KY ,Bracken                     ,21,23,3270,32,CINCINNATI (OH)                                                      ,Cincinnati OH
KY ,Campbell                    ,21,37,34780,32,CINCINNATI (OH)                                                      ,Cincinnati OH
KY ,Gallatin                    ,21,77,3000,32,CINCINNATI (OH)                                                      ,Cincinnati OH
KY ,Grant                       ,21,81,8560,32,CINCINNATI (OH)                                                      ,Cincinnati OH
KY ,Kenton                      ,21,117,59970,32,CINCINNATI (OH)                                                      ,Cincinnati OH
KY ,Mason                       ,21,161,6600,32,CINCINNATI (OH)                                                      ,Cincinnati OH
KY ,Owen                        ,21,187,4090,32,CINCINNATI (OH)                                                      ,Cincinnati OH
KY ,Pendleton                   ,21,191,5340,32,CINCINNATI (OH)                                                      ,Cincinnati OH
KY ,Robertson                   ,21,201,860,32,CINCINNATI (OH)                                                      ,Cincinnati OH
KY ,Daviess                     ,21,59,36070,99,EVANSVILLE (IN)                                                      ,Evansville IN
KY ,Hancock                     ,21,91,3240,99,EVANSVILLE (IN)                                                      ,Evansville IN
KY ,Henderson                   ,21,101,18190,99,EVANSVILLE (IN)                                                      ,Evansville IN
KY ,Hopkins                     ,21,107,18350,99,EVANSVILLE (IN)                                                      ,Evansville IN
KY ,Mclean                      ,21,149,3950,99,EVANSVILLE (IN)                                                      ,Evansville IN
KY ,Muhlenberg                  ,21,177,12070,99,EVANSVILLE (IN)                                                      ,Evansville IN
KY ,Ohio                        ,21,183,8950,99,EVANSVILLE (IN)                                                      ,Evansville IN
KY ,Union                       ,21,225,5580,99,EVANSVILLE (IN)                                                      ,Evansville IN
KY ,Webster                     ,21,233,5370,99,EVANSVILLE (IN)                                                      ,Evansville IN
KY ,Leslie                      ,21,131,4590,90,KINGSPORT (TN) - JOHNSON CITY (TN) - BRISTOL (TN)                    ,#N/A
KY ,Letcher                     ,21,133,9740,90,KINGSPORT (TN) - JOHNSON CITY (TN) - BRISTOL (TN)                    ,#N/A
KY ,Bell                        ,21,13,11640,63,KNOXVILLE (TN)                                                       ,Knoxville TN
KY ,Harlan                      ,21,95,12680,63,KNOXVILLE (TN)                                                       ,Knoxville TN
KY ,Mccreary                    ,21,147,6530,63,KNOXVILLE (TN)                                                       ,Knoxville TN
KY ,Anderson                    ,21,5,7650,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Bath                        ,21,11,4510,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Bourbon                     ,21,17,7620,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Boyle                       ,21,21,10610,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Breathitt                   ,21,25,5740,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Casey                       ,21,45,6180,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Clark                       ,21,49,13390,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Clay                        ,21,51,8440,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Estill                      ,21,65,5950,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Fayette                     ,21,67,110660,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Fleming                     ,21,69,5370,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Franklin                    ,21,73,20110,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Garrard                     ,21,79,5890,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Harrison                    ,21,97,7090,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Jackson                     ,21,109,5250,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Jessamine                   ,21,113,14430,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Knott                       ,21,119,6530,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Knox                        ,21,121,12400,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Laurel                      ,21,125,20620,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Lee                         ,21,129,2820,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Lincoln                     ,21,137,9380,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Madison                     ,21,151,28050,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Menifee                     ,21,165,2600,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Mercer                      ,21,167,8520,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Montgomery                  ,21,173,9150,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Morgan                      ,21,175,4750,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Nicholas                    ,21,181,2640,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Owsley                      ,21,189,1800,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Perry                       ,21,193,11090,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Powell                      ,21,197,4960,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Pulaski                     ,21,199,22940,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Rockcastle                  ,21,203,6400,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Rowan                       ,21,205,7910,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Russell                     ,21,207,6790,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Scott                       ,21,209,12940,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Wayne                       ,21,231,7760,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Whitley                     ,21,235,13730,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Wolfe                       ,21,237,2690,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Woodford                    ,21,239,9080,65,LEXINGTON (KY)                                                       ,Lexington KY
KY ,Breckinridge                ,21,27,7460,50,LOUISVILLE (KY)                                                      ,Louisville KY
KY ,Bullitt                     ,21,29,23410,50,LOUISVILLE (KY)                                                      ,Louisville KY
KY ,Carroll                     ,21,41,3950,50,LOUISVILLE (KY)                                                      ,Louisville KY
KY ,Grayson                     ,21,85,9470,50,LOUISVILLE (KY)                                                      ,Louisville KY
KY ,Green                       ,21,87,4720,50,LOUISVILLE (KY)                                                      ,Louisville KY
KY ,Hardin                      ,21,93,34850,50,LOUISVILLE (KY)                                                      ,Louisville KY
KY ,Henry                       ,21,103,5940,50,LOUISVILLE (KY)                                                      ,Louisville KY
KY ,Jefferson                   ,21,111,287320,50,LOUISVILLE (KY)                                                      ,Louisville KY
KY ,Larue                       ,21,123,5290,50,LOUISVILLE (KY)                                                      ,Louisville KY
KY ,Marion                      ,21,155,6680,50,LOUISVILLE (KY)                                                      ,Louisville KY
KY ,Meade                       ,21,163,9700,50,LOUISVILLE (KY)                                                      ,Louisville KY
KY ,Nelson                      ,21,179,14270,50,LOUISVILLE (KY)                                                      ,Louisville KY
KY ,Oldham                      ,21,185,15750,50,LOUISVILLE (KY)                                                      ,Louisville KY
KY ,Shelby                      ,21,211,12690,50,LOUISVILLE (KY)                                                      ,Louisville KY
