School.Year,County,Grade,Vaccine.Series,Number.of.Schools,Total.Enrollment.Count,Total.Vaccinated.Count,Percentage.Vaccinated,Religious..Flu.Only.Exemption.Count,Religious.Exemption.Count,Percentage.Religious.Exemption,Medical.Exemption.Count,Percentage.Medical.Exemption,Percentage.Compliant,Percentage.Non.Compliant
2016-2017,State,7th,DTaP,487,43337,NA,98.6,NA,399,0.9,110,0.3,99.8,0.2
2016-2017,State,7th,MMR,487,43337,NA,98.6,NA,399,0.9,110,0.3,99.8,0.2
2016-2017,State,7th,HepB,487,43337,NA,98.5,NA,399,0.9,110,0.3,99.7,0.3
2016-2017,State,7th,Varicella,487,43337,NA,98.3,NA,399,0.9,110,0.3,99.5,0.5
2016-2017,State,7th,MCV,487,43337,NA,95.9,NA,399,0.9,110,0.3,97.1,2.9
2016-2017,State,7th,Tdap,487,43337,NA,96.2,NA,399,0.9,110,0.3,97.4,2.6
2016-2017,Tolland,Pre-K,Flu,23,746,NA,90.2,34,22,2.9,7,0.9,98.6,1.4
2016-2017,Tolland,K,Polio,25,1195,NA,94.8,NA,48,4,5,0.4,99.2,0.8
2016-2017,Tolland,K,DTaP,25,1195,NA,94.8,NA,48,4,5,0.4,99.2,0.8
2016-2017,Tolland,K,MMR,25,1195,NA,95.1,NA,48,4,5,0.4,99.5,0.5
2016-2017,Tolland,K,HepB,25,1195,NA,94.9,NA,48,4,5,0.4,99.3,0.7
2016-2017,Tolland,K,Varicella,25,1195,NA,95.1,NA,48,4,5,0.4,99.5,0.5
2016-2017,Tolland,K,HepA,25,1195,NA,95,NA,48,4,5,0.4,99.4,0.6
2016-2017,Tolland,7th,Polio,15,1552,NA,97.8,NA,28,1.8,5,0.3,99.9,0.1
2016-2017,Tolland,7th,DTaP,15,1552,NA,97.7,NA,28,1.8,5,0.3,99.8,0.2
2016-2017,Tolland,7th,MMR,15,1552,NA,97.7,NA,28,1.8,5,0.3,99.8,0.2
2016-2017,Tolland,7th,HepB,15,1552,NA,97.7,NA,28,1.8,5,0.3,99.8,0.2
2016-2017,Tolland,7th,Varicella,15,1552,NA,97.7,NA,28,1.8,5,0.3,99.8,0.2
2016-2017,Tolland,7th,MCV,15,1552,NA,97.4,NA,28,1.8,5,0.3,99.5,0.5
2016-2017,Tolland,7th,Tdap,15,1552,NA,97.4,NA,28,1.8,5,0.3,99.5,0.5
2016-2017,Windham,Pre-K,Flu,17,910,NA,87.1,40,11,1.2,12,1.3,94,6
2016-2017,Windham,K,Polio,25,1140,NA,95.7,NA,28,2.5,10,0.9,99,1
2016-2017,Windham,K,DTaP,25,1140,NA,95.8,NA,28,2.5,10,0.9,99.1,0.9
2016-2017,Windham,K,MMR,25,1140,NA,95.5,NA,28,2.5,10,0.9,98.8,1.2
2016-2017,Windham,K,HepB,25,1140,NA,96.5,NA,28,2.5,10,0.9,99.8,0.2
2016-2017,Windham,K,Varicella,25,1140,NA,95.8,NA,28,2.5,10,0.9,99.1,0.9
2016-2017,Windham,K,HepA,25,1140,NA,96.1,NA,28,2.5,10,0.9,99.4,0.6
2016-2017,Windham,7th,Polio,22,1260,NA,98.5,NA,14,1.1,3,0.2,99.8,0.2
2016-2017,Windham,7th,DTaP,22,1260,NA,98.7,NA,14,1.1,3,0.2,100,0
2016-2017,Windham,7th,MMR,22,1260,NA,98.6,NA,14,1.1,3,0.2,99.9,0.1
2016-2017,Windham,7th,HepB,22,1260,NA,98.6,NA,14,1.1,3,0.2,99.9,0.1
2016-2017,Windham,7th,Varicella,22,1260,NA,98,NA,14,1.1,3,0.2,99.3,0.7
2016-2017,Windham,7th,MCV,22,1260,NA,98,NA,14,1.1,3,0.2,99.3,0.7
2016-2017,Windham,7th,Tdap,22,1260,NA,97.7,NA,14,1.1,3,0.2,99,1
2015-2016,Fairfield,Pre-K,Flu,93,4379,NA,85.7,172,136,3.1,34,0.8,93.5,6.5
2015-2016,Fairfield,K,Polio,201,11490,NA,96.7,NA,243,2.1,41,0.4,99.2,0.8
2015-2016,Fairfield,K,DTaP,201,11490,NA,96.6,NA,243,2.1,41,0.4,99.1,0.9
2015-2016,Fairfield,K,MMR,201,11490,NA,96.4,NA,243,2.1,41,0.4,98.9,1.1
2015-2016,Fairfield,K,HepB,201,11490,NA,97,NA,243,2.1,41,0.4,99.5,0.5
2015-2016,Fairfield,K,Varicella,201,11490,NA,95.8,NA,243,2.1,41,0.4,98.3,1.7
2015-2016,Fairfield,K,HepA,201,11490,NA,96.6,NA,243,2.1,41,0.4,99.1,0.9
2015-2016,Fairfield,7th,Polio,125,12957,NA,98.6,NA,141,1.1,21,0.2,99.9,0.1
2015-2016,Fairfield,7th,DTaP,125,12957,NA,98.6,NA,141,1.1,21,0.2,99.9,0.1
2015-2016,Fairfield,7th,MMR,125,12957,NA,98.5,NA,141,1.1,21,0.2,99.8,0.2
2015-2016,Fairfield,7th,HepB,125,12957,NA,98.6,NA,141,1.1,21,0.2,99.9,0.1
2015-2016,Fairfield,7th,Varicella,125,12957,NA,98.3,NA,141,1.1,21,0.2,99.6,0.4
2015-2016,Fairfield,7th,MCV,125,12957,NA,96.5,NA,141,1.1,21,0.2,97.8,2.2
2015-2016,Fairfield,7th,Tdap,125,12957,NA,96.7,NA,141,1.1,21,0.2,98,2
2015-2016,Hartford,Pre-K,Flu,130,6755,NA,85.4,285,102,1.5,37,0.5,91.7,8.3
2015-2016,Hartford,K,Polio,189,10271,NA,96.7,NA,159,1.5,22,0.2,98.5,1.5
2015-2016,Hartford,K,DTaP,189,10271,NA,96.7,NA,159,1.5,22,0.2,98.5,1.5
2015-2016,Hartford,K,MMR,189,10271,NA,96.7,NA,159,1.5,22,0.2,98.5,1.5
2015-2016,Hartford,K,HepB,189,10271,NA,97.4,NA,159,1.5,22,0.2,99.2,0.8
2015-2016,Hartford,K,Varicella,189,10271,NA,96.4,NA,159,1.5,22,0.2,98.2,1.8
2015-2016,Hartford,K,HepA,189,10271,NA,96.3,NA,159,1.5,22,0.2,98.1,1.9
2015-2016,Hartford,7th,Polio,134,11388,NA,98.9,NA,82,0.7,14,0.1,99.7,0.3
2015-2016,Hartford,7th,DTaP,134,11388,NA,98.9,NA,82,0.7,14,0.1,99.7,0.3
2015-2016,Hartford,7th,MMR,134,11388,NA,98.9,NA,82,0.7,14,0.1,99.7,0.3
2015-2016,Hartford,7th,HepB,134,11388,NA,98.9,NA,82,0.7,14,0.1,99.7,0.3
2015-2016,Hartford,7th,Varicella,134,11388,NA,98.2,NA,82,0.7,14,0.1,99,1
2015-2016,Hartford,7th,MCV,134,11388,NA,94.8,NA,82,0.7,14,0.1,95.6,4.4
2015-2016,Hartford,7th,Tdap,134,11388,NA,95.3,NA,82,0.7,14,0.1,96.1,3.9
2015-2016,Litchfield,Pre-K,Flu,25,740,NA,90.4,28,18,2.4,4,0.5,97.2,2.8
2015-2016,Litchfield,K,Polio,41,1653,NA,96.9,NA,37,2.2,7,0.4,99.6,0.4
2015-2016,Litchfield,K,DTaP,41,1653,NA,96.9,NA,37,2.2,7,0.4,99.6,0.4
2015-2016,Litchfield,K,MMR,41,1653,NA,97,NA,37,2.2,7,0.4,99.7,0.3
2015-2016,Litchfield,K,HepB,41,1653,NA,97,NA,37,2.2,7,0.4,99.7,0.3
2015-2016,Litchfield,K,Varicella,41,1653,NA,96.7,NA,37,2.2,7,0.4,99.4,0.6
2015-2016,Litchfield,K,HepA,41,1653,NA,96.2,NA,37,2.2,7,0.4,98.9,1.1
2015-2016,Litchfield,7th,Polio,27,1994,NA,98.9,NA,14,0.7,7,0.4,100,0
2015-2016,Litchfield,7th,DTaP,27,1994,NA,98.9,NA,14,0.7,7,0.4,100,0
2015-2016,Litchfield,7th,MMR,27,1994,NA,99.8,NA,14,0.7,7,0.4,100.9,-0.9
2015-2016,Litchfield,7th,HepB,27,1994,NA,99.9,NA,14,0.7,7,0.4,101,-1
2015-2016,Litchfield,7th,Varicella,27,1994,NA,96.1,NA,14,0.7,7,0.4,97.2,2.8
2015-2016,Litchfield,7th,MCV,27,1994,NA,90.7,NA,14,0.7,7,0.4,91.8,8.2
2015-2016,Litchfield,7th,Tdap,27,1994,NA,90.3,NA,14,0.7,7,0.4,91.4,8.6
2015-2016,Middlesex,Pre-K,Flu,14,518,NA,95.9,16,6,1.2,4,0.8,100.9,-0.9
2015-2016,Middlesex,K,Polio,27,1412,NA,97.8,NA,28,2,1,0.1,99.9,0.1
2015-2016,Middlesex,K,DTaP,27,1412,NA,97.7,NA,28,2,1,0.1,99.8,0.2
2015-2016,Middlesex,K,MMR,27,1412,NA,97.8,NA,28,2,1,0.1,99.9,0.1
2015-2016,Middlesex,K,HepB,27,1412,NA,97.7,NA,28,2,1,0.1,99.8,0.2
2015-2016,Middlesex,K,Varicella,27,1412,NA,97.5,NA,28,2,1,0.1,99.6,0.4
2015-2016,Middlesex,K,HepA,27,1412,NA,97.4,NA,28,2,1,0.1,99.5,0.5
2015-2016,Middlesex,7th,Polio,16,1756,NA,98.7,NA,16,0.9,4,0.2,99.8,0.2
2015-2016,Middlesex,7th,DTaP,16,1756,NA,98.7,NA,16,0.9,4,0.2,99.8,0.2
2015-2016,Middlesex,7th,MMR,16,1756,NA,98.8,NA,16,0.9,4,0.2,99.9,0.1
2015-2016,Middlesex,7th,HepB,16,1756,NA,98.8,NA,16,0.9,4,0.2,99.9,0.1
2015-2016,Middlesex,7th,Varicella,16,1756,NA,98.7,NA,16,0.9,4,0.2,99.8,0.2
2015-2016,Middlesex,7th,MCV,16,1756,NA,98.5,NA,16,0.9,4,0.2,99.6,0.4
2015-2016,Middlesex,7th,Tdap,16,1756,NA,98.6,NA,16,0.9,4,0.2,99.7,0.3
2015-2016,New Haven,Pre-K,Flu,117,5686,NA,88.8,147,46,0.8,43,0.8,93,7
2015-2016,New Haven,K,Polio,179,9505,NA,97.9,NA,101,1.1,20,0.2,99.2,0.8
2015-2016,New Haven,K,DTaP,179,9505,NA,97.9,NA,101,1.1,20,0.2,99.2,0.8
2015-2016,New Haven,K,MMR,179,9505,NA,97.9,NA,101,1.1,20,0.2,99.2,0.8
2015-2016,New Haven,K,HepB,179,9505,NA,98.2,NA,101,1.1,20,0.2,99.5,0.5
2015-2016,New Haven,K,Varicella,179,9505,NA,97.8,NA,101,1.1,20,0.2,99.1,0.9
2015-2016,New Haven,K,HepA,179,9505,NA,97.9,NA,101,1.1,20,0.2,99.2,0.8
2015-2016,New Haven,7th,Polio,123,10816,NA,99,NA,73,0.7,17,0.2,99.8,0.2
2015-2016,New Haven,7th,DTaP,123,10816,NA,99,NA,73,0.7,17,0.2,99.8,0.2
2015-2016,New Haven,7th,MMR,123,10816,NA,98.8,NA,73,0.7,17,0.2,99.6,0.4
2015-2016,New Haven,7th,HepB,123,10816,NA,98.9,NA,73,0.7,17,0.2,99.7,0.3
2015-2016,New Haven,7th,Varicella,123,10816,NA,98.6,NA,73,0.7,17,0.2,99.4,0.6
2015-2016,New Haven,7th,MCV,123,10816,NA,97.5,NA,73,0.7,17,0.2,98.3,1.7
2015-2016,New Haven,7th,Tdap,123,10816,NA,97.8,NA,73,0.7,17,0.2,98.6,1.4
2015-2016,New London,Pre-K,Flu,37,1842,NA,86.2,57,33,1.8,15,0.8,91.9,8.1
2015-2016,New London,K,Polio,61,2835,NA,97.2,NA,54,1.9,6,0.2,99.3,0.7
2015-2016,New London,K,DTaP,61,2835,NA,97.2,NA,54,1.9,6,0.2,99.3,0.7
2015-2016,New London,K,MMR,61,2835,NA,97.2,NA,54,1.9,6,0.2,99.3,0.7
2015-2016,New London,K,HepB,61,2835,NA,97.6,NA,54,1.9,6,0.2,99.7,0.3
2015-2016,New London,K,Varicella,61,2835,NA,97.1,NA,54,1.9,6,0.2,99.2,0.8
2015-2016,New London,K,HepA,61,2835,NA,96.8,NA,54,1.9,6,0.2,98.9,1.1
2015-2016,New London,7th,Polio,39,3262,NA,98.5,NA,34,1,11,0.3,99.9,0.1
2015-2016,New London,7th,DTaP,39,3262,NA,98.3,NA,34,1,11,0.3,99.7,0.3
2015-2016,New London,7th,MMR,39,3262,NA,98.6,NA,34,1,11,0.3,100,0
2015-2016,New London,7th,HepB,39,3262,NA,98.6,NA,34,1,11,0.3,100,0
2015-2016,New London,7th,Varicella,39,3262,NA,97.6,NA,34,1,11,0.3,99,1
2015-2016,New London,7th,MCV,39,3262,NA,90.6,NA,34,1,11,0.3,92,8
2015-2016,New London,7th,Tdap,39,3262,NA,94.4,NA,34,1,11,0.3,95.8,4.2
2015-2016,State,Pre-K,Flu,454,21438,NA,86.2,782,365,1.7,152,0.7,92.3,7.7
2015-2016,State,K,Polio,748,39533,NA,97,NA,689,1.7,110,0.3,99,1
2015-2016,State,K,DTaP,748,39533,NA,97,NA,689,1.7,110,0.3,99,1
2015-2016,State,K,MMR,748,39533,NA,97,NA,689,1.7,110,0.3,99,1
2015-2016,State,K,HepB,748,39533,NA,97.4,NA,689,1.7,110,0.3,99.4,0.6
2015-2016,State,K,Varicella,748,39533,NA,96.6,NA,689,1.7,110,0.3,98.6,1.4
2015-2016,State,K,HepA,748,39533,NA,96.8,NA,689,1.7,110,0.3,98.8,1.2
2015-2016,State,7th,Polio,502,45260,NA,98.8,NA,399,0.9,80,0.2,99.9,0.1
2015-2016,State,7th,DTaP,502,45260,NA,98.8,NA,399,0.9,80,0.2,99.9,0.1
2015-2016,State,7th,MMR,502,45260,NA,98.7,NA,399,0.9,80,0.2,99.8,0.2
2015-2016,State,7th,HepB,502,45260,NA,98.7,NA,399,0.9,80,0.2,99.8,0.2
2015-2016,State,7th,Varicella,502,45260,NA,98.2,NA,399,0.9,80,0.2,99.3,0.7
2015-2016,State,7th,MCV,502,45260,NA,95.8,NA,399,0.9,80,0.2,96.9,3.1
2015-2016,State,7th,Tdap,502,45260,NA,96.3,NA,399,0.9,80,0.2,97.4,2.6
2015-2016,Tolland,Pre-K,Flu,21,649,NA,91.1,28,11,1.7,5,0.8,97.9,2.1
2015-2016,Tolland,K,Polio,25,1176,NA,95.3,NA,43,3.7,3,0.3,99.2,0.8
2015-2016,Tolland,K,DTaP,25,1176,NA,95.2,NA,43,3.7,3,0.3,99.1,0.9
2015-2016,Tolland,K,MMR,25,1176,NA,95.6,NA,43,3.7,3,0.3,99.5,0.5
2015-2016,Tolland,K,HepB,25,1176,NA,95.2,NA,43,3.7,3,0.3,99.1,0.9
2015-2016,Tolland,K,Varicella,25,1176,NA,95.5,NA,43,3.7,3,0.3,99.4,0.6
2015-2016,Tolland,K,HepA,25,1176,NA,94.8,NA,43,3.7,3,0.3,98.7,1.3
2015-2016,Tolland,7th,Polio,16,1778,NA,98.5,NA,22,1.2,3,0.2,99.9,0.1
2015-2016,Tolland,7th,DTaP,16,1778,NA,98.5,NA,22,1.2,3,0.2,99.9,0.1
2015-2016,Tolland,7th,MMR,16,1778,NA,98.5,NA,22,1.2,3,0.2,99.9,0.1
2015-2016,Tolland,7th,HepB,16,1778,NA,98.4,NA,22,1.2,3,0.2,99.8,0.2
2015-2016,Tolland,7th,Varicella,16,1778,NA,98.4,NA,22,1.2,3,0.2,99.8,0.2
2015-2016,Tolland,7th,MCV,16,1778,NA,97.9,NA,22,1.2,3,0.2,99.3,0.7
2015-2016,Tolland,7th,Tdap,16,1778,NA,97.8,NA,22,1.2,3,0.2,99.2,0.8
2015-2016,Windham,Pre-K,Flu,17,869,NA,84.3,49,13,1.5,10,1.2,92.6,7.4
2015-2016,Windham,K,Polio,25,1191,NA,96.2,NA,24,2,10,0.8,99.1,0.9
2015-2016,Windham,K,DTaP,25,1191,NA,96.4,NA,24,2,10,0.8,99.3,0.7
2015-2016,Windham,K,MMR,25,1191,NA,96.5,NA,24,2,10,0.8,99.4,0.6
2015-2016,Windham,K,HepB,25,1191,NA,96.8,NA,24,2,10,0.8,99.7,0.3
2015-2016,Windham,K,Varicella,25,1191,NA,96.5,NA,24,2,10,0.8,99.4,0.6
2015-2016,Windham,K,HepA,25,1191,NA,95.9,NA,24,2,10,0.8,98.8,1.2
2015-2016,Windham,7th,Polio,22,1309,NA,98.3,NA,17,1.3,3,0.2,99.8,0.2
2015-2016,Windham,7th,DTaP,22,1309,NA,98.4,NA,17,1.3,3,0.2,99.9,0.1
2015-2016,Windham,7th,MMR,22,1309,NA,98.3,NA,17,1.3,3,0.2,99.8,0.2
2015-2016,Windham,7th,HepB,22,1309,NA,98.2,NA,17,1.3,3,0.2,99.7,0.3
2015-2016,Windham,7th,Varicella,22,1309,NA,97.9,NA,17,1.3,3,0.2,99.4,0.6
2015-2016,Windham,7th,MCV,22,1309,NA,97.7,NA,17,1.3,3,0.2,99.2,0.8
2015-2016,Windham,7th,Tdap,22,1309,NA,97.6,NA,17,1.3,3,0.2,99.1,0.9
2014-2015,Fairfield,Pre-K,Flu,99,4983,NA,80.4,255,125,2.5,33,0.7,88.7,11.3
2014-2015,Fairfield,K,Polio,201,11653,NA,97.2,NA,182,1.6,35,0.3,99.1,0.9
2014-2015,Fairfield,K,DTaP,201,11653,NA,97.2,NA,182,1.6,35,0.3,99.1,0.9
2014-2015,Fairfield,K,MMR,201,11653,NA,97,NA,182,1.6,35,0.3,98.9,1.1
2014-2015,Fairfield,K,HepB,201,11653,NA,97.6,NA,182,1.6,35,0.3,99.5,0.5
2014-2015,Fairfield,K,Varicella,201,11653,NA,96.8,NA,182,1.6,35,0.3,98.7,1.3
2014-2015,Fairfield,K,HepA,201,11653,NA,97.2,NA,182,1.6,35,0.3,99.1,0.9
2014-2015,Fairfield,7th,Polio,125,12018,NA,98.5,NA,101,0.8,56,0.5,99.8,0.2
2014-2015,Fairfield,7th,DTaP,125,12018,NA,98.3,NA,101,0.8,56,0.5,99.6,0.4
2014-2015,Fairfield,7th,MMR,125,12018,NA,98.6,NA,101,0.8,56,0.5,99.9,0.1
2014-2015,Fairfield,7th,HepB,125,12018,NA,98.4,NA,101,0.8,56,0.5,99.7,0.3
2014-2015,Fairfield,7th,Varicella,125,12018,NA,97.9,NA,101,0.8,56,0.5,99.2,0.8
2014-2015,Fairfield,7th,MCV,125,12018,NA,96.5,NA,101,0.8,56,0.5,97.8,2.2
2014-2015,Fairfield,7th,Tdap,125,12018,NA,96.8,NA,101,0.8,56,0.5,98.1,1.9
2014-2015,Hartford,Pre-K,Flu,122,6539,NA,79.6,316,82,1.3,46,0.7,86.4,13.6
2014-2015,Hartford,K,Polio,187,10344,NA,95.9,NA,152,1.5,30,0.3,97.7,2.3
2014-2015,Hartford,K,DTaP,187,10344,NA,96.1,NA,152,1.5,30,0.3,97.9,2.1
2014-2015,Hartford,K,MMR,187,10344,NA,96.5,NA,152,1.5,30,0.3,98.3,1.7
2014-2015,Hartford,K,HepB,187,10344,NA,97.2,NA,152,1.5,30,0.3,99,1
2014-2015,Hartford,K,Varicella,187,10344,NA,96.1,NA,152,1.5,30,0.3,97.9,2.1
2014-2015,Hartford,K,HepA,187,10344,NA,96.3,NA,152,1.5,30,0.3,98.1,1.9
2014-2015,Hartford,7th,Polio,128,10676,NA,98.6,NA,75,0.7,24,0.2,99.5,0.5
2014-2015,Hartford,7th,DTaP,128,10676,NA,98.6,NA,75,0.7,24,0.2,99.5,0.5
2014-2015,Hartford,7th,MMR,128,10676,NA,98.6,NA,75,0.7,24,0.2,99.5,0.5
2014-2015,Hartford,7th,HepB,128,10676,NA,98.5,NA,75,0.7,24,0.2,99.4,0.6
2014-2015,Hartford,7th,Varicella,128,10676,NA,97.1,NA,75,0.7,24,0.2,98,2
2014-2015,Hartford,7th,MCV,128,10676,NA,93.8,NA,75,0.7,24,0.2,94.7,5.3
2014-2015,Hartford,7th,Tdap,128,10676,NA,94.2,NA,75,0.7,24,0.2,95.1,4.9
2014-2015,Litchfield,Pre-K,Flu,30,769,NA,88.6,28,14,1.8,6,0.8,94.8,5.2
2014-2015,Litchfield,K,Polio,42,1574,NA,97.6,NA,29,1.8,5,0.3,99.8,0.2
2014-2015,Litchfield,K,DTaP,42,1574,NA,97.6,NA,29,1.8,5,0.3,99.8,0.2
2014-2015,Litchfield,K,MMR,42,1574,NA,97.6,NA,29,1.8,5,0.3,99.8,0.2
2014-2015,Litchfield,K,HepB,42,1574,NA,97.6,NA,29,1.8,5,0.3,99.8,0.2
2014-2015,Litchfield,K,Varicella,42,1574,NA,97.5,NA,29,1.8,5,0.3,99.7,0.3
2014-2015,Litchfield,K,HepA,42,1574,NA,97,NA,29,1.8,5,0.3,99.2,0.8
2014-2015,Litchfield,7th,Polio,26,1774,NA,98.8,NA,15,0.8,4,0.2,99.9,0.1
2014-2015,Litchfield,7th,DTaP,26,1774,NA,98.8,NA,15,0.8,4,0.2,99.9,0.1
2014-2015,Litchfield,7th,MMR,26,1774,NA,98.8,NA,15,0.8,4,0.2,99.9,0.1
2014-2015,Litchfield,7th,HepB,26,1774,NA,98.8,NA,15,0.8,4,0.2,99.9,0.1
2014-2015,Litchfield,7th,Varicella,26,1774,NA,95.2,NA,15,0.8,4,0.2,96.3,3.7
2014-2015,Litchfield,7th,MCV,26,1774,NA,93.4,NA,15,0.8,4,0.2,94.5,5.5
2014-2015,Litchfield,7th,Tdap,26,1774,NA,93.4,NA,15,0.8,4,0.2,94.5,5.5
2014-2015,Middlesex,Pre-K,Flu,14,506,NA,91.3,8,18,3.6,1,0.2,96.6,3.4
2014-2015,Middlesex,K,Polio,27,1486,NA,97.1,NA,35,2.4,7,0.5,99.9,0.1
2014-2015,Middlesex,K,DTaP,27,1486,NA,97.2,NA,35,2.4,7,0.5,100,0
2014-2015,Middlesex,K,MMR,27,1486,NA,97,NA,35,2.4,7,0.5,99.8,0.2
2014-2015,Middlesex,K,HepB,27,1486,NA,96.9,NA,35,2.4,7,0.5,99.7,0.3
2014-2015,Middlesex,K,Varicella,27,1486,NA,97,NA,35,2.4,7,0.5,99.8,0.2
2014-2015,Middlesex,K,HepA,27,1486,NA,96.8,NA,35,2.4,7,0.5,99.6,0.4
2014-2015,Middlesex,7th,Polio,17,1737,NA,98.6,NA,18,1,6,0.3,100,0
2014-2015,Middlesex,7th,DTaP,17,1737,NA,98.6,NA,18,1,6,0.3,100,0
2014-2015,Middlesex,7th,MMR,17,1737,NA,98.6,NA,18,1,6,0.3,100,0
2014-2015,Middlesex,7th,HepB,17,1737,NA,98.6,NA,18,1,6,0.3,100,0
2014-2015,Middlesex,7th,Varicella,17,1737,NA,98.4,NA,18,1,6,0.3,99.8,0.2
2014-2015,Middlesex,7th,MCV,17,1737,NA,96.5,NA,18,1,6,0.3,97.9,2.1
2014-2015,Middlesex,7th,Tdap,17,1737,NA,97.1,NA,18,1,6,0.3,98.5,1.5
2014-2015,New Haven,Pre-K,Flu,117,4905,NA,90.4,139,56,1.1,40,0.8,95.2,4.8
2014-2015,New Haven,K,Polio,176,9751,NA,97.8,NA,113,1.2,15,0.2,99.1,0.9
2014-2015,New Haven,K,DTaP,176,9751,NA,97.9,NA,113,1.2,15,0.2,99.2,0.8
2014-2015,New Haven,K,MMR,176,9751,NA,97.8,NA,113,1.2,15,0.2,99.1,0.9
2014-2015,New Haven,K,HepB,176,9751,NA,98.1,NA,113,1.2,15,0.2,99.4,0.6
2014-2015,New Haven,K,Varicella,176,9751,NA,97.6,NA,113,1.2,15,0.2,98.9,1.1
2014-2015,New Haven,K,HepA,176,9751,NA,97.6,NA,113,1.2,15,0.2,98.9,1.1
2014-2015,New Haven,7th,Polio,124,10520,NA,99.1,NA,59,0.6,22,0.2,99.9,0.1
2014-2015,New Haven,7th,DTaP,124,10520,NA,99,NA,59,0.6,22,0.2,99.8,0.2
2014-2015,New Haven,7th,MMR,124,10520,NA,99.2,NA,59,0.6,22,0.2,100,0
2014-2015,New Haven,7th,HepB,124,10520,NA,99.1,NA,59,0.6,22,0.2,99.9,0.1
2014-2015,New Haven,7th,Varicella,124,10520,NA,97.7,NA,59,0.6,22,0.2,98.5,1.5
2014-2015,New Haven,7th,MCV,124,10520,NA,95,NA,59,0.6,22,0.2,95.8,4.2
2014-2015,New Haven,7th,Tdap,124,10520,NA,95.2,NA,59,0.6,22,0.2,96,4
2014-2015,New London,Pre-K,Flu,37,1856,NA,85.7,69,18,1,14,0.8,91.1,8.9
2014-2015,New London,K,Polio,59,2704,NA,96.5,NA,61,2.3,11,0.4,99.2,0.8
2014-2015,New London,K,DTaP,59,2704,NA,96.4,NA,61,2.3,11,0.4,99.1,0.9
2014-2015,New London,K,MMR,59,2704,NA,96.6,NA,61,2.3,11,0.4,99.3,0.7
2014-2015,New London,K,HepB,59,2704,NA,96.8,NA,61,2.3,11,0.4,99.5,0.5
2014-2015,New London,K,Varicella,59,2704,NA,96.5,NA,61,2.3,11,0.4,99.2,0.8
2014-2015,New London,K,HepA,59,2704,NA,95.7,NA,61,2.3,11,0.4,98.4,1.6
2014-2015,New London,7th,Polio,38,2837,NA,98.7,NA,28,1,5,0.2,99.9,0.1
2014-2015,New London,7th,DTaP,38,2837,NA,98.6,NA,28,1,5,0.2,99.8,0.2
2014-2015,New London,7th,MMR,38,2837,NA,98.8,NA,28,1,5,0.2,100,0
2014-2015,New London,7th,HepB,38,2837,NA,98.7,NA,28,1,5,0.2,99.9,0.1
2014-2015,New London,7th,Varicella,38,2837,NA,98,NA,28,1,5,0.2,99.2,0.8
2014-2015,New London,7th,MCV,38,2837,NA,95.3,NA,28,1,5,0.2,96.5,3.5
2014-2015,New London,7th,Tdap,38,2837,NA,95.9,NA,28,1,5,0.2,97.1,2.9
2014-2015,State,Pre-K,Flu,460,21172,NA,84,904,337,1.6,142,0.7,90.5,9.5
2014-2015,State,K,Polio,740,39948,NA,97,NA,628,1.6,114,0.3,98.9,1.1
2014-2015,State,K,DTaP,740,39948,NA,97,NA,628,1.6,114,0.3,98.9,1.1
2014-2015,State,K,MMR,740,39948,NA,97,NA,628,1.6,114,0.3,98.9,1.1
2014-2015,State,K,HepB,740,39948,NA,97.5,NA,628,1.6,114,0.3,99.4,0.6
2014-2015,State,K,Varicella,740,39948,NA,96.8,NA,628,1.6,114,0.3,98.7,1.3
2014-2015,State,K,HepA,740,39948,NA,96.9,NA,628,1.6,114,0.3,98.8,1.2
2014-2015,State,7th,Polio,492,42523,NA,98.8,NA,316,0.7,118,0.3,99.8,0.2
2014-2015,State,7th,DTaP,492,42523,NA,98.7,NA,316,0.7,118,0.3,99.7,0.3
2014-2015,State,7th,MMR,492,42523,NA,98.8,NA,316,0.7,118,0.3,99.8,0.2
2014-2015,State,7th,HepB,492,42523,NA,98.7,NA,316,0.7,118,0.3,99.7,0.3
2014-2015,State,7th,Varicella,492,42523,NA,97.6,NA,316,0.7,118,0.3,98.6,1.4
2014-2015,State,7th,MCV,492,42523,NA,95.4,NA,316,0.7,118,0.3,96.4,3.6
2014-2015,State,7th,Tdap,492,42523,NA,95.7,NA,316,0.7,118,0.3,96.7,3.3
2014-2015,Tolland,Pre-K,Flu,20,663,NA,90.6,32,13,2,2,0.3,97.7,2.3
2014-2015,Tolland,K,Polio,24,1300,NA,95.8,NA,41,3.2,4,0.3,99.3,0.7
2014-2015,Tolland,K,DTaP,24,1300,NA,95.8,NA,41,3.2,4,0.3,99.3,0.7
2014-2015,Tolland,K,MMR,24,1300,NA,95.8,NA,41,3.2,4,0.3,99.3,0.7
2014-2015,Tolland,K,HepB,24,1300,NA,95.8,NA,41,3.2,4,0.3,99.3,0.7
2014-2015,Tolland,K,Varicella,24,1300,NA,95.5,NA,41,3.2,4,0.3,99,1
2014-2015,Tolland,K,HepA,24,1300,NA,94.7,NA,41,3.2,4,0.3,98.2,1.8
2014-2015,Tolland,7th,Polio,14,1640,NA,99.3,NA,10,0.6,1,0.1,100,0
2014-2015,Tolland,7th,DTaP,14,1640,NA,99.3,NA,10,0.6,1,0.1,100,0
