"","st","agec2","year","N_IPD"
"2979","NT","5-49 years",2004,7
"2980","NT","5-49 years",2005,10
"2981","NT","5-49 years",2006,10
"2982","NT","5-49 years",2007,6
"2983","NT","5-49 years",2008,7
"2984","NT","5-49 years",2009,6
"2985","NT","5-49 years",2010,2
"2986","NT","5-49 years",2011,8
"2987","NT","5-49 years",2012,3
"2988","NT","5-49 years",2013,2
"2989","NT","5-49 years",2014,1
"2990","NT","5-49 years",2017,1
"2991","NT","5-49 years",2020,1
"2992","NT","5-49 years",2023,1
"2993","NT","50+ years",1998,7
"2994","NT","50+ years",1999,3
"2995","NT","50+ years",2000,4
"2996","NT","50+ years",2001,9
"2997","NT","50+ years",2002,7
"2998","NT","50+ years",2003,8
"2999","NT","50+ years",2004,9
"3000","NT","50+ years",2005,15
"3001","NT","50+ years",2006,19
"3002","NT","50+ years",2007,13
"3003","NT","50+ years",2008,8
"3004","NT","50+ years",2009,10
"3005","NT","50+ years",2010,21
"3006","NT","50+ years",2011,14
"3007","NT","50+ years",2012,12
"3008","NT","50+ years",2013,4
"3009","NT","50+ years",2014,3
"3010","NT","50+ years",2015,1
"3011","NT","50+ years",2017,2
"3012","NT","50+ years",2018,7
"3013","NT","50+ years",2019,7
"3014","NT","50+ years",2020,3
"3015","NT","50+ years",2021,3
"3016","NT","50+ years",2022,1
"3017","NT","50+ years",2023,3
